,access_date,type,country,cost,code,notes,note,pre,post_accept,post_decline,pass,accept_vendors,accept_legit,pre_vendors,pre_legit,decline_vendors,decline_legit,cmp,dec
"ip-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdNENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdNENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdNENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,101
"it-business,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdCENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdCENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdCENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,102
"it-daily,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrNZ_kPrNZ_kAcABBENDCCsAP_AAAAAAChQJaNf_X__b2_r-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36tq4KuR4ku3LBIUdlHPHcTVmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n1_z-ZKY7___f__z_v-v________7-3f3__5___-__e_V__9zfn9_____9vP___9v-_9__________3_79_7_H9-f_9AAAAA,f_gAAAAAAAAA","CPrNaCQPrNaCQAcABBENDCCgAAAAAAAAAChQAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,0,103
"juraforum,de",2023-03-20,Newspaper,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,1,0,0,0,0,0,0,0,104
"karrierefragen,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAAQuAKAFSaGoKAIMCQEIAAEQAAjQAoAEAAAAEABAAIAAIBwQAEIgAEAAgAAAAAAAABACACAAAAAAAIAAAAAACAAABAAAgAAAAQAAAAAAIgAAAgABAQAAAAAAAAAAAAAAABAAAgAQSMAIAAAABgAAAAAAACAAAAAAQAEAAAAAAAAAAAAACAAAAIIBoSACAAgKAQAAUACKAE4AUAAqABYAFcAaIA4AB5AF-AS0Al4BR4DGQGnAO3DQAwAuQD7APwBOwiAFAPsA_AE7CoAYATAAuALzGQAgAmALzHgFAAFQAnACgAFQALAArgCLAHAAPIAnABfgD-gJaAS8Ao8BiYDGQGOANOAdSA7chAJAAyAEwALgAbwBSgD7AJSAXMAxREAEATgB1JKAIAAgAD4A-wC5kwA4AIoATgBQACwAK4BfgEvAKPKQAQGWFQBYAIoATgBQACoAFgAPgArgCLAS0Al4BkADTgA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCoAP_AAEPAACQgIXBVJDrNDWFAEHRZCNAgCYAU1sAUICQACBCAAwAFAAGA8IACwQACEAQABAAAAAAAgBABAAAEEABEAACAAAAEAAFkAAQAgAAIAAAAAAEQQgAQAAoIAAAAAAAAAAABCwAAgACAI4LGBEAAhIAQSAAAgAAAAAACAAMAQEAYAAAAAAIAAIBAAgIEEELgCgBUmhqCgCDAkBCAABEAAI0AKABAAAABAAQACAACAcEABCIABAAIAAAAAAAAAQAgAgAAAAAACAAAAAAAgAAAQAAIAAAAEAAAAAACIAAAIAAQEAAAAAAAAAAAAAAAAQAAIAEEjACAAAAAYAAAAAAAAgAAAAAEABAAAAAAAAAAAAAAgAAACCAeEgEgAIAD8AIYAW4BFADaAMNAeOBCEKAQAAUACKAE4AUAAqABYAFcAaIA4AB5AF-AS0Al4BR4DGQGnAO3CAAQANhoAgAXABDQD7APwBOwiAGAIaAfYB-AJ2FQAwAmABcAXmMgBABMAXmOgEAB-AEMALcAigBtAEyAMNAeOPAKAAKgBOAFAAKgAWABXAEWAOAAeQBOAC_AH9AS0Al4BR4DEwGMgMcAacA6kB25CAYABkAJgAXAA3gClAH2ARQAlIBcwDFAG0AeORABAE4AdSSgDgAIAA-AIYAW4A-wC5gQhJgBwARQAnACgAFgAVwC_AJeAUeUgEgBSAD8AIYAW4BtAGGgMsAeOBCEqALABFACcAKAAVAAsAB8AFcARYCWgEvAMgAacAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAAQuAKAFSaGoKAIMCQEIAAEQAAjQAoAEAAAAEABAAIAAIBwQAEIgAEAAgAAAAAAAABACACAAAAAAAIAAAAAACAAABAAAgAAAAQAAAAAAIgAAAgABAQAAAAAAAAAAAAAAABAAAgAQSMAIAAAABgAAAAAAACAAAAAAQAEAAAAAAAAAAAAACAAAAIIBoSACAAgKAQAAUACKAE4AUAAqABYAFcAaIA4AB5AF-AS0Al4BR4DGQGnAO3DQAwAuQD7APwBOwiAFAPsA_AE7CoAYATAAuALzGQAgAmALzHgFAAFQAnACgAFQALAArgCLAHAAPIAnABfgD-gJaAS8Ao8BiYDGQGOANOAdSA7chAJAAyAEwALgAbwBSgD7AJSAXMAxREAEATgB1JKAIAAgAD4A-wC5kwA4AIoATgBQACwAK4BfgEvAKPKQAQGWFQBYAIoATgBQACoAFgAPgArgCLAS0Al4BkADTgA,YAAAAAAAAAAA",1,73,73,0,73,0,73,6,105
"kem,industrie,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,106
"klack,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfCtHDEDCCwAP_AAH_AAAYgI5gJpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQE0AAAIASAAAACAQQAIBYBAAAAAEAAAAEAQAAEBAEkAAAAhAAIIAJAAAEAQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAEAAAAgAgIABAgIAAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAmkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBATQAAAgBIAAAAIBBAAgFgEAAAAAQAAAAQBAAAQEASQAAACEAAggAkAAAQBAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAQAAACACAgAECAgAAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgAyCQAQAZBoAIAMhEAEAGQqACADIZABABkOgAgAyIQAQAZEoAIAMikAEAGQA,0,1,134,134,0,0,,,0,107
"korrekturen,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAAQugGAAIAAuAOcAvQCEAF0AMhAaaA4ICBgEKAIXABBIAIACCUAEABA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAEPAACQgIpBVBCpNDWFAMHBdAJAgGYAU1sAUICQACBCAAwAFCAGA8IAA00AAMAQAAAAAAAAAgVABAAAAAABEAACAAAAEAQFkAAQAgAAIAAAAAAEQQgBAAAgAAAAAAAAIAAABAwQAmACQI4KGBEAAhIAQCAAAgIgAAAAAAAMACEAYAAAAAAIAAIBAAgJEEAAAAAEELoBgACAALgDnAL0AhABdADIQGmgOCAgYBCgCFwBgSBIAAgACoAGQAOQAfACAAGkARABFACYAE8AN4AcwA_ACEAENAIgAiQBLAClAFuAMOAfYB-gEDAIoARoAjgBcwDFAG0ANwAfIBQ4C8wGDAMNAeOBCECKQQACADINADAENAPsA_AD5CIAYAhoB9gH4AfIVADACYARwBeYyAGAEwAjgC8x0CUACoAGQAOQAfACAAGgAPoAiACKAEwAJ4AbwA5gB-AENAIgAiQBLAClAFuAMMAaMA-wD9AIGARQAiwBHAC5gGKANoAbgBF4CZAFDgLzAYMAw0BlgDxwIpDgAQAMgAoEIBYAGQAmABvAFKAPsAigBHAC5gGKANoA8clAUAAQABkADgAHwAiABMAENAIgAiQBSgC3gH2AfgBHAC5gGKANwAfIBF4C8wGWAQhKQHwAKgAZAA5AB8AIAAaQBEAEUAJgATwApABzAD8AIaARABEgClAFuANGAfYB-gEWAI4AXMAxQBtADcAIvAUOAvMBhoDLAHjgQhAikUAAgAyAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAAQugGAAIAAuAOcAvQCEAF0AMhAaaA4ICBgEKAIXABBIAIACCUAEABA,YAAAAAAAAAAA",1,12,12,0,12,0,12,6,108
"kunststoff-magazin,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfb7BDEDCCgAAAAAAAAAAigAAAAAAFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,CPrL07APrL07AAfb7BDEDCCgAP_AAH_AAAigF5wAwDmgLaAXmBecAMA5oC2gF5gFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,CPrL07APrL07AAfb7BDEDCCgAAAAAAAAAAigAAAAAAFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,1,3,3,0,0,0,0,31,109
"kunststoffe,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAH_AAAYgJaNf_X__b2_r-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36tq4KuR4ku3LBIUdlHPHcTVmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n1_z-ZKY7___f__z_v-v________7-3f3__5___-__e_V__9zfn9_____9vP___9v-_9__________3_79_7_H9-f_9BLQAkw1biALsyxwZtowigRAjCsJCqBQAUUAwtEBhA6uCnZXAT6wiQAoBQBOBECHAFGTAIAABIAkIgAkCPBAIACIBAACABUIhAAxsAgsALAQCAAUA0LFGKAIQJCDIiIiFMCAqRIKCeyoQSg_0NMIQ6ywAoNH_FQgI1kDFYEQkLByHBEgJeLJA8xRvkAIwAoBRKhWopPTQELGYAAAAA,f_gAD_gAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAAA,YAAAAAAAAAAA",1,357,357,0,0,0,0,0,110
"lab-worldwide,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdaENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdaENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdaENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,111
"labo,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfS8BDEDCCgAAAAAAAAAAigAAAAAAFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,CPrL07APrL07AAfS8BDEDCCgAP_AAH_AAAigF5wAwDmgLaAXmBecAMA5oC2gF5gFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,CPrL07APrL07AAfS8BDEDCCgAAAAAAAAAAigAAAAAAFAoAIC8wkAEBeYaACAvMRABAXmKgAgLzGQAQF5joAIC8yEAEBeZKACAvMpABAXmA,1,3,3,0,0,0,0,31,112
"laborpraxis,vogel,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdgENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdgENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdgENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,113
